Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
20200723,Allsvenskan,10,IFK&nbspGöteborg – Falkenbergs&nbspFF,D 2–2 (1–0),Gamla&nbspUllevi,
20200720,Allsvenskan,9,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Tele2&nbspArena,
20200715,Allsvenskan,8,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 1–1 (1–0),Gamla&nbspUllevi,
20200712,Allsvenskan,7,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 1–2 (0–2),Gamla&nbspUllevi,
20200709,Svenska cupen,Semifinal,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Borås&nbspArena,
20200706,Allsvenskan,6,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 3–1 (1–0),Norrköpings&nbspIdrottspark,
20200702,Allsvenskan,5,IFK&nbspGöteborg – AIK,W 1–0 (0–0),Gamla&nbspUllevi,
20200628,Allsvenskan,4,IK&nbspSirius –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Studenternas&nbspIdrottsplats,
20200625,Svenska cupen,Kvartsfinal,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,W 1–3 (1–0),Tele2&nbspArena,
20200622,Allsvenskan,3,IFK&nbspGöteborg – Mjällby&nbspAIF,D 2–2 (0–1),Gamla&nbspUllevi,
20200618,Allsvenskan,2,Varbergs&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Påskbergsvallen,
20200614,Allsvenskan,1,IFK&nbspGöteborg – IF&nbspElfsborg,L 0–1 (0–1),Gamla&nbspUllevi,
20200307,Svenska cupen,Grupp 7,IFK&nbspGöteborg – IK&nbspSirius,D 1–1 (1–1),Valhalla&nbspIdrottsplats2 625,2625
20200229,Svenska cupen,Grupp 7,Sollentuna&nbspFK –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Grimsta&nbspIdrottsplats927,927
20200222,Svenska cupen,Grupp 7,IFK&nbspGöteborg – Västerås&nbspSK,W 2–0 (2–0),Valhalla&nbspIdrottsplats2 511,2511
20200213,Vänskapsmatch,N/A,IFK&nbspGöteborg – Louletano&nbspD.C.,L 1–2 (1–0),Estádio&nbspAlgarve25,25
20200208,Vänskapsmatch,N/A,IFK&nbspGöteborg – Helsingborgs&nbspIF,D 2–2 (1–1),Bravida&nbspArena1 628,1628
20200201,Vänskapsmatch,N/A,Sarpsborg&nbsp08&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Sarpsborg&nbspStadion922,922
20200126,Vänskapsmatch,N/A,IFK&nbspGöteborg – AaB,L 2–3 (0–1),Prioritet&nbspSerneke&nbspArena1 915,1915
20191102,Allsvenskan,30,IFK&nbspGöteborg – Östersunds&nbspFK,W 7–1 (2–1),Gamla&nbspUllevi9 629,9629
20191028,Allsvenskan,29,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Borås&nbspArena10 167,10167
20191021,Allsvenskan,28,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 0–1 (0–0),Gamla&nbspUllevi13 438,13438
20191006,Allsvenskan,27,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),"Stadion,&nbspMalmö18 473",18473
20190929,Allsvenskan,26,IFK&nbspGöteborg – BK&nbspHäcken,D 0–0 (0–0),Gamla&nbspUllevi13 514,13514
20190925,Allsvenskan,25,AIK –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Friends&nbspArena18 068,18068
20190921,Allsvenskan,24,IFK&nbspGöteborg – IK&nbspSirius,W 2–1 (2–0),Gamla&nbspUllevi10 052,10052
20190915,Allsvenskan,23,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 6–2 (3–1),Tele2&nbspArena26 552,26552
20190901,Allsvenskan,22,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Sundsvalls&nbspIdrottspark3 580,3580
20190826,Allsvenskan,21,IFK&nbspGöteborg – Kalmar&nbspFF,W 4–0 (1–0),Gamla&nbspUllevi11 061,11061
20190822,Svenska cupen,2,BK&nbspAstrio –&nbspIFK&nbspGöteborg,W 0–4 (0–1),Söndrums&nbspIdrottsplats1 857,1857
20190819,Allsvenskan,20,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Olympia9 094,9094
20190812,Allsvenskan,19,IFK&nbspGöteborg – Falkenbergs&nbspFF,D 1–1 (0–1),Gamla&nbspUllevi10 757,10757
20190805,Allsvenskan,18,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 2–2 (0–1),Behrn&nbspArena7 261,7261
20190728,Allsvenskan,17,IFK&nbspGöteborg – IFK&nbspNorrköping,D 0–0 (0–0),Gamla&nbspUllevi14 089,14089
20190721,Allsvenskan,16,IFK&nbspGöteborg – AFC&nbspEskilstuna,W 1–0 (1–0),Gamla&nbspUllevi9 763,9763
20190713,Allsvenskan,15,Falkenbergs&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Falcon&nbspAlkoholfri&nbspArena6 214,6214
20190706,Allsvenskan,14,IFK&nbspGöteborg – GIF&nbspSundsvall,W 2–1 (2–0),Gamla&nbspUllevi9 248,9248
20190629,Allsvenskan,13,Östersunds&nbspFK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Jämtkraft&nbspArena5 093,5093
20190620,Vänskapsmatch,N/A,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 2–0 (1–0),Österås&nbspIdrottsplats890,890
20190601,Allsvenskan,12,IFK&nbspGöteborg – Örebro&nbspSK,L 0–1 (0–1),Gamla&nbspUllevi13 917,13917
20190525,Allsvenskan,11,BK&nbspHäcken –&nbspIFK&nbspGöteborg,W 1–2 (0–1),Bravida&nbspArena6 316,6316
20190520,Allsvenskan,10,IFK&nbspGöteborg – Hammarby&nbspIF,D 0–0 (0–0),Gamla&nbspUllevi14 136,14136
20190516,Allsvenskan,9,IFK&nbspGöteborg – Malmö&nbspFF,D 0–0 (0–0),Gamla&nbspUllevi17 084,17084
20190513,Allsvenskan,8,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Norrköpings&nbspIdrottspark8 752,8752
20190504,Allsvenskan,7,IK&nbspSirius –&nbspIFK&nbspGöteborg,W 2–4 (2–1),Studenternas&nbspIdrottsplats4 632,4632
20190429,Allsvenskan,6,IFK&nbspGöteborg – AIK,W 3–0 (1–0),Ullevi15 311,15311
20190425,Allsvenskan,5,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Guldfågeln&nbspArena4 716,4716
20190422,Allsvenskan,4,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 3–1 (2–0),Ullevi13 340,13340
20190415,Allsvenskan,3,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Tele2&nbspArena13 575,13575
20190407,Allsvenskan,2,IFK&nbspGöteborg – IF&nbspElfsborg,W 3–0 (2–0),Ullevi17 222,17222
20190331,Allsvenskan,1,AFC&nbspEskilstuna –&nbspIFK&nbspGöteborg,L 3–1 (1–0),Tunavallen3 897,3897
20190323,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 1–0 (0–0),Ullevi5 672,5672
20190316,Vänskapsmatch,N/A,Varbergs&nbspBoIS –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Övrevi&nbspIdrottsplats475,475
20190308,Vänskapsmatch,N/A,IFK&nbspGöteborg – Falkenbergs&nbspFF,L 0–2 (0–1),Valhalla&nbspIdrottsplats723,723
20190303,Svenska cupen,Grupp 8,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 3–3 (3–1),Behrn&nbspArena783,783
20190225,Svenska cupen,Grupp 8,IFK&nbspGöteborg – GAIS,L 0–3,Bravida&nbspArena,
20190217,Svenska cupen,Grupp 8,Nyköpings&nbspBIS –&nbspIFK&nbspGöteborg,W 0–2 (0–1),"Rosvalla&nbspIdrottsplats,&nbspkonstgräsplan&nbspA977",977
20190211,Vänskapsmatch,N/A,IFK&nbspGöteborg – Jeonnam&nbspDragons,L 0–1 (0–0),Estadio&nbspda&nbspNora&nbspAlbufeira97,97
20190126,Vänskapsmatch,N/A,IFK&nbspGöteborg – Odds&nbspBK,W 2–1 (1–0),Prioritet&nbspSerneke&nbspArena1 412,1412
20190119,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,W 2–0 (0–0),Prioritet&nbspSerneke&nbspArena1 532,1532
20181111,Allsvenskan,30,Örebro&nbspSK –&nbspIFK&nbspGöteborg,W 1–3 (0–1),Behrn&nbspArena4 129,4129
20181104,Allsvenskan,29,IFK&nbspGöteborg – Malmö&nbspFF,L 0–3 (0–0),Gamla&nbspUllevi13 073,13073
20181031,Allsvenskan,28,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 2–0 (2–0),Tele2&nbspArena8 751,8751
20181026,Allsvenskan,27,IFK&nbspGöteborg – GIF&nbspSundsvall,L 1–2 (0–2),Gamla&nbspUllevi6 172,6172
20181022,Allsvenskan,26,IF&nbspBrommapojkarna –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Grimsta&nbspIdrottsplats2 308,2308
20181006,Allsvenskan,25,IFK&nbspGöteborg – Trelleborgs&nbspFF,D 2–2 (1–1),Gamla&nbspUllevi7 889,7889
20181001,Allsvenskan,24,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Tele2&nbspArena18 973,18973
20180927,Allsvenskan,23,IFK&nbspGöteborg – AIK,L 0–2 (0–1),Gamla&nbspUllevi12 104,12104
20180924,Allsvenskan,22,BK&nbspHäcken –&nbspIFK&nbspGöteborg,L 4–1 (2–0),Bravida&nbspArena6 142,6142
20180916,Allsvenskan,21,IFK&nbspGöteborg – IF&nbspElfsborg,D 2–2 (0–2),Gamla&nbspUllevi10 096,10096
20180902,Allsvenskan,20,Dalkurd&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Gavlevallen728,728
20180827,Allsvenskan,19,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Norrköpings&nbspIdrottspark9 541,9541
20180823,Svenska cupen,2,Torns&nbspIF –&nbspIFK&nbspGöteborg,W 0–4 (0–1),Klostergårdens&nbspIdrottsplats2 203,2203
20180820,Allsvenskan,18,IFK&nbspGöteborg – Östersunds&nbspFK,W 2–1 (2–1),Gamla&nbspUllevi8 114,8114
20180810,Allsvenskan,17,IFK&nbspGöteborg – IK&nbspSirius,L 2–3 (0–0),Gamla&nbspUllevi9 357,9357
20180804,Allsvenskan,16,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Guldfågeln&nbspArena6 459,6459
20180728,Allsvenskan,15,IFK&nbspGöteborg – IF&nbspBrommapojkarna,W 3–0 (1–0),Gamla&nbspUllevi7 425,7425
20180722,Allsvenskan,14,IK&nbspSirius –&nbspIFK&nbspGöteborg,L 3–2 (1–2),Studenternas&nbspIdrottsplats4 112,4112
20180714,Allsvenskan,13,IFK&nbspGöteborg – Örebro&nbspSK,W 2–0 (1–0),Gamla&nbspUllevi6 479,6479
20180708,Allsvenskan,12,IFK&nbspGöteborg – Kalmar&nbspFF,L 1–3 (0–1),Gamla&nbspUllevi7 298,7298
20180630,Vänskapsmatch,N/A,Bodens&nbspBK –&nbspIFK&nbspGöteborg,W 1–4 (0–1),Boden&nbspArena1 032,1032
20180616,Vänskapsmatch,N/A,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 1–2 (0–2),Kvarnsvedens&nbspIdrottsplats674,674
20180611,Vänskapsmatch,N/A,Dalakomb. –&nbspIFK&nbspGöteborg,W 1–8 (1–2),Åvallen200,200
20180527,Allsvenskan,11,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Sundsvalls&nbspIdrottspark3 596,3596
20180524,Allsvenskan,10,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 1–3 (0–2),Gamla&nbspUllevi12 268,12268
20180521,Allsvenskan,9,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Borås&nbspArena11 735,11735
20180513,Allsvenskan,8,IFK&nbspGöteborg – IFK&nbspNorrköping,L 0–2 (0–0),Gamla&nbspUllevi11 925,11925
20180507,Allsvenskan,7,Malmö&nbspFF –&nbspIFK&nbspGöteborg,W 1–2 (0–1),"Stadion,&nbspMalmö17 715",17715
20180428,Allsvenskan,6,IFK&nbspGöteborg – BK&nbspHäcken,W 2–1 (1–0),Gamla&nbspUllevi12 852,12852
20180422,Allsvenskan,5,AIK –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Friends&nbspArena19 619,19619
20180419,Allsvenskan,4,IFK&nbspGöteborg – Dalkurd&nbspFF,W 1–0 (1–0),Gamla&nbspUllevi9 165,9165
20180415,Allsvenskan,3,Östersunds&nbspFK –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Jämtkraft&nbspArena5 048,5048
20180410,Allsvenskan,2,IFK&nbspGöteborg – Hammarby&nbspIF,L 1–2 (0–0),Gamla&nbspUllevi15 467,15467
20180401,Allsvenskan,1,Trelleborgs&nbspFF –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Vångavallen5 509,5509
20180324,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 1–0 (0–0),Gamla&nbspUllevi9 855,9855
20180316,Vänskapsmatch,N/A,IFK&nbspGöteborg – IF&nbspBrommapojkarna,W 3–0 (2–0),Bravida&nbspArena474,474
20180310,Svenska cupen,Kvartsfinal,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Malmö&nbspIdrottsplats4 550,4550
20180304,Svenska cupen,Grupp 7,IK&nbspSirius –&nbspIFK&nbspGöteborg,D 2–2 (0–0),Lötens&nbspkonstgräs1 229,1229
20180224,Svenska cupen,Grupp 7,IFK&nbspGöteborg – Östers&nbspIF,D 1–1 (0–1),Bravida&nbspArena2 041,2041
20180217,Svenska cupen,Grupp 7,IFK&nbspGöteborg – Varbergs&nbspBoIS,W 1–0 (0–0),Bravida&nbspArena2 410,2410
20180209,Vänskapsmatch,N/A,IFK&nbspGöteborg – Guangdong&nbspSouthern&nbspTigers&nbspFC,W 3–1 (2–1),Pinatar&nbspFootball&nbspCenter,
20180203,Vänskapsmatch,N/A,IFK&nbspGöteborg – Odense&nbspBK,W 2–1 (0–0),Pinatar&nbspFootball&nbspCenter78,78
20180127,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,W 3–2 (1–2),Prioritet&nbspSerneke&nbspArena1 755,1755
20180120,Vänskapsmatch,N/A,IFK&nbspGöteborg – AaB,L 1–3 (1–1),Prioritet&nbspSerneke&nbspArena2 032,2032
20171105,Allsvenskan,30,IFK&nbspGöteborg – GIF&nbspSundsvall,L 0–3 (0–2),Gamla&nbspUllevi6 769,6769
20171030,Allsvenskan,29,AIK –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Friends&nbspArena19 870,19870
20171022,Allsvenskan,28,IFK&nbspGöteborg – Östersunds&nbspFK,L 0–1 (0–1),Gamla&nbspUllevi9 263,9263
20171014,Allsvenskan,27,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Örjans&nbspvall4 307,4307
20170929,Allsvenskan,26,IFK&nbspGöteborg – IK&nbspSirius,W 4–0 (2–0),Gamla&nbspUllevi7 814,7814
20170925,Allsvenskan,25,AFC&nbspEskilstuna –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Tunavallen4 157,4157
20170920,Allsvenskan,24,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Tele2&nbspArena20 650,20650
20170916,Allsvenskan,23,IFK&nbspGöteborg – Jönköpings&nbspSödra&nbspIF,D 1–1 (0–1),Gamla&nbspUllevi9 142,9142
20170911,Allsvenskan,22,IFK&nbspGöteborg – Djurgårdens&nbspIF,L 1–3 (0–1),Gamla&nbspUllevi12 350,12350
20170827,Allsvenskan,21,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 2–2 (0–1),"Stadion,&nbspMalmö21 354",21354
20170823,Svenska cupen,2,Landvetter&nbspIS –&nbspIFK&nbspGöteborg,W 0–5 (0–1),Landvetter&nbspIdrottsplats4 220,4220
20170820,Allsvenskan,20,IFK&nbspGöteborg – BK&nbspHäcken,D 1–1 (1–1),Gamla&nbspUllevi13 443,13443
20170814,Allsvenskan,19,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Borås&nbspArena11 979,11979
20170810,Allsvenskan,18,IFK&nbspGöteborg – AIK,W 2–1 (0–1),Gamla&nbspUllevi16 187,16187
20170806,Allsvenskan,17,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Guldfågeln&nbspArena9 330,9330
20170730,Allsvenskan,16,IFK&nbspGöteborg – IFK&nbspNorrköping,W 4–1 (2–1),Gamla&nbspUllevi11 347,11347
20170723,Allsvenskan,15,IFK&nbspGöteborg – Örebro&nbspSK,D 2–2 (0–0),Gamla&nbspUllevi10 330,10330
20170716,Allsvenskan,14,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 4–2 (4–0),Behrn&nbspArena6 049,6049
20170710,Allsvenskan,13,IFK&nbspGöteborg – Halmstads&nbspBK,D 1–1 (0–0),Gamla&nbspUllevi11 328,11328
20170702,Allsvenskan,12,Jönköpings&nbspSödra&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Stadsparksvallen5 627,5627
20170627,Vänskapsmatch,N/A,FK Žalgiris&nbspVilnius –&nbspIFK&nbspGöteborg,L 3–1 (1–1),LFF&nbspStadium4 873,4873
20170604,Allsvenskan,11,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Norrköpings&nbspIdrottspark10 233,10233
20170528,Allsvenskan,10,IFK&nbspGöteborg – IF&nbspElfsborg,D 1–1 (1–1),Gamla&nbspUllevi12 837,12837
20170522,Allsvenskan,9,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,W 0–4 (0–3),Sundsvalls&nbspIdrottspark5 046,5046
20170515,Allsvenskan,8,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Tele2&nbspArena16 299,16299
20170507,Allsvenskan,7,IFK&nbspGöteborg – Kalmar&nbspFF,W 3–0 (2–0),Gamla&nbspUllevi9 282,9282
20170502,Allsvenskan,6,BK&nbspHäcken –&nbspIFK&nbspGöteborg,L 4–0 (3–0),Bravida&nbspArena5 676,5676
20170426,Allsvenskan,5,IFK&nbspGöteborg – Hammarby&nbspIF,D 1–1 (0–1),Gamla&nbspUllevi12 149,12149
20170423,Allsvenskan,4,Östersunds&nbspFK –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Jämtkraft&nbspArena4 317,4317
20170417,Allsvenskan,3,IFK&nbspGöteborg – AFC&nbspEskilstuna,D 1–1 (0–0),Gamla&nbspUllevi10 116,10116
20170409,Allsvenskan,2,IK&nbspSirius –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Studenternas&nbspIdrottsplats7 248,7248
20170401,Allsvenskan,1,IFK&nbspGöteborg – Malmö&nbspFF,D 1–1 (1–1),Ullevi32 129,32129
20170323,Vänskapsmatch,N/A,IFK&nbspGöteborg – Falkenbergs&nbspFF,W 1–0 (1–0),Hjällbovallen363,363
20170318,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kalmar&nbspFF,D 1–1 (0–1),Ullevi783,783
20170311,Svenska cupen,Kvartsfinal,IFK&nbspGöteborg – IFK&nbspNorrköping,L 1–2 (0–0),Ullevi2 470,2470
20170304,Svenska cupen,Grupp 3,IFK&nbspGöteborg – IK&nbspSirius,D 2–2 (1–1),Bravida&nbspArena2 325,2325
20170226,Svenska cupen,Grupp 3,IFK&nbspGöteborg – Arameisk-Syrianska&nbspBotkyrka&nbspIF,W 6–0 (3–0),Bravida&nbspArena1 281,1281
20170218,Svenska cupen,Grupp 3,IFK&nbspGöteborg – Ljungskile&nbspSK,W 3–2 (3–0),Bravida&nbspArena2 221,2221
20170211,Vänskapsmatch,N/A,IFK&nbspGöteborg – AIK,W 2–1 (1–1),JA&nbspCentre&nbspof&nbspExcellence109,109
20170207,Vänskapsmatch,N/A,IFK&nbspGöteborg – Brøndby&nbspIF,D 2–2 (1–2),JA&nbspCentre&nbspof&nbspExcellence63,63
20170201,Vänskapsmatch,N/A,IFK&nbspGöteborg – Sandefjord&nbspFotball,W 3–1 (2–1),Prioritet&nbspSerneke&nbspArena842,842
20170128,Vänskapsmatch,N/A,IFK&nbspGöteborg – Sarpsborg&nbsp08&nbspFF,L 0–1 (0–0),Prioritet&nbspSerneke&nbspArena2 011,2011
20161106,Allsvenskan,30,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 3–1 (1–1),Norrköpings&nbspIdrottspark7 483,7483
20161031,Allsvenskan,29,IFK&nbspGöteborg – IF&nbspElfsborg,D 2–2 (0–1),Gamla&nbspUllevi12 671,12671
20161027,Allsvenskan,28,GIF&nbspSundsvall –&nbspIFK&nbspGöteborg,W 1–3 (1–2),Norrporten&nbspArena4 213,4213
20161024,Allsvenskan,27,IFK&nbspGöteborg – AIK,W 1–0 (1–0),Gamla&nbspUllevi13 132,13132
20161017,Allsvenskan,26,IFK&nbspGöteborg – Gefle&nbspIF,D 3–3 (1–1),Gamla&nbspUllevi8 144,8144
20161013,Svenska cupen,2,Oskarshamns&nbspAIK –&nbspIFK&nbspGöteborg,W 0–6 (0–3),Arena&nbspOskarshamn1 223,1223
20161002,Allsvenskan,25,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,L 4–2 (3–0),Guldfågeln&nbspArena6 195,6195
20160926,Allsvenskan,24,IFK&nbspGöteborg – Östersunds&nbspFK,W 2–0 (1–0),Gamla&nbspUllevi10 211,10211
20160922,Allsvenskan,23,IFK&nbspGöteborg – Örebro&nbspSK,W 3–2 (1–0),Gamla&nbspUllevi8 886,8886
20160919,Allsvenskan,22,BK&nbspHäcken –&nbspIFK&nbspGöteborg,D 2–2 (0–1),Bravida&nbspArena6 380,6380
20160912,Allsvenskan,21,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 3–1 (1–0),"Stadion,&nbspMalmö21 273",21273
20160828,Allsvenskan,20,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 2–0 (1–0),Gamla&nbspUllevi9 445,9445
20160825,Europa League,Play-off,Qarabag&nbspFK –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Tofiq&nbspBähramov-stadion25 500,25500
20160821,Allsvenskan,19,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Tele2&nbspArena21 848,21848
20160818,Europa League,Play-off,IFK&nbspGöteborg – Qarabag&nbspFK,W 1–0 (0–0),Gamla&nbspUllevi11 458,11458
20160812,Allsvenskan,18,IFK&nbspGöteborg – Falkenbergs&nbspFF,W 2–0 (0–0),Gamla&nbspUllevi9 327,9327
20160808,Allsvenskan,17,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Tele2&nbspArena13 681,13681
20160804,Europa League,Kvalomg. 3,HJK&nbspHelsingfors –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Telia&nbsp5G&nbsp-areena10 300,10300
20160731,Allsvenskan,16,Jönköpings&nbspSödra&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Stadsparksvallen6 247,6247
20160728,Europa League,Kvalomg. 3,IFK&nbspGöteborg – HJK&nbspHelsingfors,L 1–2 (0–0),Gamla&nbspUllevi9 046,9046
20160724,Allsvenskan,15,IFK&nbspGöteborg – Jönköpings&nbspSödra&nbspIF,W 2–1 (2–1),Gamla&nbspUllevi12 186,12186
20160721,Europa League,Kvalomg. 2,IFK&nbspGöteborg – Piast&nbspGliwice,W 0–0 (0–0),Gamla&nbspUllevi7 276,7276
20160717,Allsvenskan,14,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Borås&nbspArena13 372,13372
20160714,Europa League,Kvalomg. 2,Piast&nbspGliwice –&nbspIFK&nbspGöteborg,W 0–3 (0–2),Stadion&nbspPiast5 629,5629
20160710,Allsvenskan,13,IFK&nbspGöteborg – GIF&nbspSundsvall,W 4–1 (2–1),Gamla&nbspUllevi10 146,10146
20160707,Europa League,Kvalomg. 1,Llandudno&nbspFC –&nbspIFK&nbspGöteborg,W 1–2 (0–1),Bangor&nbspUniversity&nbspStadium887,887
20160630,Europa League,Kvalomg. 1,IFK&nbspGöteborg – Llandudno&nbspFC,W 5–0 (3–0),Gamla&nbspUllevi6 074,6074
20160623,Vänskapsmatch,N/A,IFK&nbspGöteborg – Strømsgodset&nbspIF,D 2–2 (0–0),Nösnäsvallen604,604
20160529,Allsvenskan,12,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 1–3 (0–1),Olympia9 267,9267
20160523,Allsvenskan,11,IFK&nbspGöteborg – Hammarby&nbspIF,W 2–1 (1–0),Gamla&nbspUllevi13 209,13209
20160519,Allsvenskan,10,IFK&nbspGöteborg – IFK&nbspNorrköping,D 1–1 (0–0),Gamla&nbspUllevi15 024,15024
20160515,Allsvenskan,9,Östersunds&nbspFK –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Jämtkraft&nbspArena7 159,7159
20160509,Allsvenskan,8,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 2–1 (0–0),Gamla&nbspUllevi12 214,12214
20160502,Allsvenskan,7,Gefle&nbspIF –&nbspIFK&nbspGöteborg,W 2–6 (2–1),Gavlevallen3 141,3141
20160427,Allsvenskan,6,IFK&nbspGöteborg – Malmö&nbspFF,L 0–3 (0–0),Gamla&nbspUllevi15 748,15748
20160424,Allsvenskan,5,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 3–2 (1–1),Behrn&nbspArena8 451,8451
20160417,Allsvenskan,4,IFK&nbspGöteborg – Kalmar&nbspFF,D 1–1 (0–1),Gamla&nbspUllevi11 871,11871
20160411,Allsvenskan,3,AIK –&nbspIFK&nbspGöteborg,D 3–3 (1–1),Friends&nbspArena19 222,19222
20160406,Allsvenskan,2,IFK&nbspGöteborg – BK&nbspHäcken,W 1–0 (1–0),Gamla&nbspUllevi14 583,14583
20160403,Allsvenskan,1,Falkenbergs&nbspFF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Falkenbergs&nbspIdrottsplats5 326,5326
20160324,Vänskapsmatch,N/A,IFK&nbspGöteborg – Randers&nbspFC,L 0–3 (0–1),Hjällbovallen337,337
20160319,Vänskapsmatch,N/A,IFK&nbspGöteborg – Djurgårdens&nbspIF,D 1–1 (0–0),Ullevi2 063,2063
20160311,Vänskapsmatch,N/A,IFK&nbspGöteborg – Jönköpings&nbspSödra&nbspIF,W 3–1 (2–0),Prioritet&nbspSerneke&nbspArena1 041,1041
20160306,Svenska cupen,Grupp 2,IFK&nbspGöteborg – Halmstads&nbspBK,W 3–0 (2–0),Bravida&nbspArena1 815,1815
20160228,Svenska cupen,Grupp 2,IK&nbspFrej –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Skytteholms&nbspIdrottsplats950,950
20160221,Svenska cupen,Grupp 2,IFK&nbspGöteborg – Degerfors&nbspIF,D 1–1 (1–0),Bravida&nbspArena3 607,3607
20160214,Vänskapsmatch,N/A,IFK&nbspGöteborg – Stabæk&nbspFotball,W 2–0 (2–0),Prioritet&nbspSerneke&nbspArena2 014,2014
20160209,Vänskapsmatch,N/A,IFK&nbspGöteborg – Molde&nbspFK,W 2–1 (1–0),The&nbspSevens63,63
