Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
19410810,Allsvenskan,3,IFK&nbspGöteborg – AIK,W 3–2 (0–2),Gamla&nbspUllevi (1916)9 189,9189
19410803,Allsvenskan,2,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 4–1 (1–0),Norrköpings&nbspIdrottspark4 638,4638
19410727,Svenska cupen,2,IK&nbspBrage –&nbspIFK&nbspGöteborg,L 3–2 (1–0),Domnarsvallen1 886,1886
19410720,Allsvenskan,1,Gårda&nbspBK –&nbspIFK&nbspGöteborg,W 1–6 (1–3),Gamla&nbspUllevi (1916)5 946,5946
19410716,Distriktsmästerskapet,Kvartsfinal,IFK&nbspGöteborg – Lundby&nbspIF,W 8–2 (3–1),Gamla&nbspUllevis&nbsplilla&nbspplan1 029,1029
19410713,Svenska cupen,1,IFK&nbspGöteborg – Karlskrona&nbspBK,W 10–0 (3–0),Gamla&nbspUllevi (1916)2 169,2169
19410709,Distriktsmästerskapet,1,IFK&nbspGöteborg – Hisingstads&nbspIS,W 3–0 (0–0),Gamla&nbspUllevis&nbsplilla&nbspplan560,560
19410618,Vänskapsmatch,N/A,IK&nbspVirgo –&nbspIFK&nbspGöteborg,W 0–6 (0–2),Krokslättsplan,
19410602,Allsvenskan,22,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Jernvallen2 571,2571
19410525,Allsvenskan,21,IFK&nbspGöteborg – IK&nbspBrage,W 5–2 (2–1),Gamla&nbspUllevi (1916)5 398,5398
19410522,Allsvenskan,20,Degerfors&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (1–1),Stora&nbspValla5 219,5219
19410518,Allsvenskan,19,IFK&nbspGöteborg – IF&nbspElfsborg,W 3–2 (2–0),Gamla&nbspUllevi (1916)9 954,9954
19410509,Allsvenskan,18,Gårda&nbspBK –&nbspIFK&nbspGöteborg,D 2–2 (1–0),Gamla&nbspUllevi (1916)5 974,5974
19410504,Allsvenskan,17,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Landskrona&nbspIdrottsplats2 329,2329
19410427,Allsvenskan,16,IFK&nbspGöteborg – Malmö&nbspFF,D 0–0 (0–0),Gamla&nbspUllevi (1916)7 597,7597
19410420,Allsvenskan,15,IK&nbspSleipner –&nbspIFK&nbspGöteborg,W 0–7 (0–2),Norrköpings&nbspIdrottspark4 248,4248
19410414,Allsvenskan,14,IFK&nbspGöteborg – AIK,W 2–0 (1–0),Gamla&nbspUllevi (1916)8 976,8976
19410406,Vänskapsmatch,N/A,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 2–5 (2–1),Örjans&nbspvall762,762
19410330,Triangelserien,N/A,GAIS –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Gamla&nbspUllevis&nbsplilla&nbspplan1 244,1244
19410323,Triangelserien,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 8–1 (2–1),Gamla&nbspUllevis&nbsplilla&nbspplan1 419,1419
19410316,Vänskapsmatch,N/A,IFK&nbspGöteborg – Lundby&nbspIF,W 3–0 (2–0),Gamla&nbspUllevis&nbsplilla&nbspplan,
19410309,Vänskapsmatch,N/A,IFK&nbspMölndal –&nbspIFK&nbspGöteborg,W 0–5 (0–1),Åbyvallen400,400
19401117,Kamratmästerskapet,Semifinal,IFK&nbspGöteborg – IFK&nbspVärnamo,W 5–0 (1–0),Gamla&nbspUllevi (1916)964,964
19401110,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS-ÖIS-komb.,D 3–3,Gamla&nbspUllevi (1916),
19401103,Allsvenskan,13,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 1–2 (1–1),Gamla&nbspUllevi (1916)6 044,6044
19401027,Allsvenskan,12,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (1–0),Olympia5 150,5150
19401020,Allsvenskan,11,IK&nbspBrage –&nbspIFK&nbspGöteborg,L 2–1 (2–1),Domnarsvallen2 533,2533
19401013,Allsvenskan,10,IFK&nbspGöteborg – Degerfors&nbspIF,W 1–0 (0–0),Gamla&nbspUllevi (1916)13 170,13170
19400929,Allsvenskan,9,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Norrköpings&nbspIdrottspark5 334,5334
19400922,Allsvenskan,8,IFK&nbspGöteborg – IFK&nbspNorrköping,L 1–3 (0–2),Gamla&nbspUllevi (1916)4 278,4278
19400915,Allsvenskan,7,AIK –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Råsunda&nbspFotbollsstadion10 808,10808
19400908,Allsvenskan,6,IFK&nbspGöteborg – IK&nbspSleipner,W 2–0 (0–0),Gamla&nbspUllevi (1916)4 332,4332
19400901,Allsvenskan,5,IFK&nbspGöteborg – Sandvikens&nbspIF,L 2–4 (0–1),Gamla&nbspUllevi (1916)6 386,6386
19400825,Allsvenskan,4,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Ramnavallen5 744,5744
19400818,Kamratmästerskapet,Semifinal,IFK&nbspVärnamo –&nbspIFK&nbspGöteborg,D 2–2 (0–2),Värnamo&nbspIdrottsplats1 200,1200
19400816,Allsvenskan,3,IFK&nbspGöteborg – Gårda&nbspBK,W 2–0 (1–0),Gamla&nbspUllevi (1916)4 802,4802
19400811,Allsvenskan,2,IFK&nbspGöteborg – Landskrona&nbspBoIS,D 3–3 (1–2),Gamla&nbspUllevi (1916)4 872,4872
19400804,Allsvenskan,1,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 3–3 (2–1),Malmö&nbspIdrottsplats8 434,8434
19400728,Distriktsmästerskapet,Semifinal,Lundby&nbspIF –&nbspIFK&nbspGöteborg,L 3–2 (3–1),Rambergsvallen2 253,2253
19400721,Kamratmästerskapet,Kvartsfinal,IFK&nbspTrollhättan –&nbspIFK&nbspGöteborg,W 0–9 (0–1),Trollhättans&nbspIdrottsplats982,982
19400719,Distriktsmästerskapet,Kvartsfinal,IFK&nbspGöteborg – IK&nbspVirgo,W 7–1 (3–0),Gamla&nbspUllevi (1916)701,701
19400712,Distriktsmästerskapet,N/A,IFK&nbspGöteborg – Majornas&nbspIK,W 10–0 (5–0),Gamla&nbspUllevis&nbsplilla&nbspplan409,409
19400607,Distriktsmästerskapet,Final,IFK&nbspGöteborg – Örgryte&nbspIS,W 3–1 (1–0),Gamla&nbspUllevi (1916)1 830,1830
19400602,Allsvenskan,22,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Olympia9 189,9189
19400529,Allsvenskan,21,IFK&nbspGöteborg – IK&nbspSleipner,W 7–2 (2–1),Gamla&nbspUllevi (1916)4 653,4653
19400526,Allsvenskan,20,IFK&nbspGöteborg – Landskrona&nbspBoIS,W 6–0 (1–0),Gamla&nbspUllevi (1916)4 966,4966
19400519,Allsvenskan,19,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (1–1),Gamla&nbspUllevi (1916)10 297,10297
19400513,Allsvenskan,18,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Landskrona&nbspIdrottsplats2 605,2605
19400510,Allsvenskan,17,IFK&nbspGöteborg – Örgryte&nbspIS,W 3–1 (2–0),Gamla&nbspUllevi (1916)3 428,3428
19400506,Vänskapsmatch,N/A,IFK&nbspGöteborg – Majornas&nbspIK,W 2–1 (0–0),Gamla&nbspUllevi (1916)162,162
19400502,Allsvenskan,16,IK&nbspSleipner –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Norrköpings&nbspIdrottspark2 667,2667
19400426,Allsvenskan,15,IFK&nbspGöteborg – Gårda&nbspBK,W 1–0 (1–0),Gamla&nbspUllevi (1916)3 169,3169
19400423,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 2–0 (1–0),Gamla&nbspUllevis&nbsplilla&nbspplan,
19400421,Vänskapsmatch,N/A,Jonsereds&nbspIF –&nbspIFK&nbspGöteborg,W 0–7 (0–4),Jonsereds&nbspIdrottsplats,
19400419,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,D 1–1 (0–0),Gamla&nbspUllevi (1916),
19400407,Allsvenskan,14,IFK&nbspGöteborg – Sandvikens&nbspIF,L 1–3 (1–1),Gamla&nbspUllevi (1916)5 760,5760
19400325,Vänskapsmatch,N/A,IFK&nbspMölndal –&nbspIFK&nbspGöteborg,W 0–4 (0–0),Åbyvallen1 200,1200
19391119,Vänskapsmatch,N/A,Örebro&nbspSK –&nbspIFK&nbspGöteborg,W 1–4 (1–0),Eyravallen2 000,2000
19391112,Allsvenskan,13,IFK&nbspGöteborg – Malmö&nbspFF,W 1–0 (1–0),Gamla&nbspUllevi (1916)6 729,6729
19391105,Allsvenskan,12,AIK –&nbspIFK&nbspGöteborg,D 2–2 (1–1),Råsunda&nbspFotbollsstadion6 835,6835
19391029,Allsvenskan,11,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,2467
19391022,Vänskapsmatch,N/A,Vänersborgs&nbspIF –&nbspIFK&nbspGöteborg,W 2–4 (2–1),Vänersborgs&nbspIdrottsplats667,667
19391015,Allsvenskan,10,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–2 (2–0),Ramnavallen9 709,9709
19391008,Allsvenskan,9,IFK&nbspGöteborg – Helsingborgs&nbspIF,W 2–0 (0–0),Gamla&nbspUllevi (1916)13 022,13022
19390924,Allsvenskan,8,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Stockholms&nbspStadion10 098,10098
19390910,Allsvenskan,7,IFK&nbspGöteborg – IK&nbspBrage,W 2–1 (2–0),Gamla&nbspUllevi (1916)12 490,12490
19390903,Allsvenskan,6,Malmö&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Malmö&nbspIdrottsplats4 914,4914
19390822,Distriktsmästerskapet,Semifinal,IFK&nbspGöteborg – Fässbergs&nbspIF,W 2–0,Gamla&nbspUllevis&nbsplilla&nbspplan,
19390820,Allsvenskan,5,IFK&nbspGöteborg – AIK,W 3–2 (2–1),Gamla&nbspUllevi (1916)14 298,14298
19390811,Allsvenskan,4,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Gamla&nbspUllevi (1916)9 250,9250
19390806,Allsvenskan,3,IFK&nbspGöteborg – Hammarby&nbspIF,W 6–1 (0–0),Gamla&nbspUllevi (1916)7 743,7743
19390730,Allsvenskan,2,IK&nbspBrage –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Domnarsvallen5 749,5749
19390726,Allsvenskan,1,Gårda&nbspBK –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Gamla&nbspUllevi (1916)10 897,10897
19390719,Distriktsmästerskapet,Kvartsfinal,IFK&nbspGöteborg – Krokslätts&nbspFF,W 10–0 (4–0),Gamla&nbspUllevi (1916)988,988
19390716,Vänskapsmatch,N/A,IFK&nbspKumla –&nbspIFK&nbspGöteborg,W 1–11 (0–6),Kumla&nbspIdrottsplats,
19390712,Distriktsmästerskapet,N/A,IFK&nbspGöteborg – Lundby&nbspIF,W 5–1,Gamla&nbspUllevis&nbsplilla&nbspplan1 313,1313
19390709,Vänskapsmatch,N/A,Nybro&nbspIF –&nbspIFK&nbspGöteborg,W 1–7 (0–3),Nybro1 500,1500
19390611,Allsvenskt kvalspel,Match 2,IFK&nbspGöteborg – Halmstads&nbspBK,W 2–1 (0–1),Gamla&nbspUllevi (1916)13 851,13851
19390604,Allsvenskt kvalspel,Match 1,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 0–3 (0–0),Örjans&nbspvall8 518,8518
19390529,Division 2 Västra,18,Billingsfors&nbspIK –&nbspIFK&nbspGöteborg,W 1–3 (0–2),Lövåsvallen4 000,4000
19390514,Division 2 Västra,17,Tidaholms&nbspGoIF –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Ulvesborgs&nbspidrottsplats3 523,3523
19390507,Division 2 Västra,16,Varbergs&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Påskbergsvallen5 197,5197
19390505,Division 2 Västra,15,IFK&nbspGöteborg – GAIS,D 0–0 (0–0),Gamla&nbspUllevi (1916)16 239,16239
19390501,Division 2 Västra,14,IFK&nbspGöteborg – Karlskoga&nbspIF,W 6–0 (4–0),Gamla&nbspUllevi (1916)7 986,7986
19390423,Vänskapsmatch,N/A,IFK&nbspTrelleborg –&nbspIFK&nbspGöteborg,W 2–4 (2–0),Trelleborgs&nbspIdrottsplats1 000,1000
19390416,Division 2 Västra,13,IFK&nbspGöteborg – Arvika&nbspBK,W 11–1 (7–0),Gamla&nbspUllevi (1916)5 567,5567
19390409,Vänskapsmatch,N/A,Vejle&nbspBK –&nbspIFK&nbspGöteborg,W 3–4 (1–2),"Stadion,&nbspVejle3 000",3000
19390407,Vänskapsmatch,N/A,Horsens&nbspFSK –&nbspIFK&nbspGöteborg,W 0–3 (0–0),"Stadion,&nbspHorsens2 500",2500
19390402,Vänskapsmatch,N/A,Surte&nbspIS –&nbspIFK&nbspGöteborg,W 0–8 (0–4),Surte&nbspIdrotsplatts200,200
19390325,Alliansens kvadratturnering,Bronsmatch,IFK&nbspGöteborg – Örgryte&nbspIS,L 1–2 (0–1),Gamla&nbspUllevis&nbsplilla&nbspplan2 600,2600
19390319,Alliansens kvadratturnering,N/A,IFK&nbspGöteborg – Gårda&nbspBK,L 0–2 (0–1),Gamla&nbspUllevis&nbsplilla&nbspplan2 663,2663
19390312,Vänskapsmatch,N/A,IFK&nbspMölndal –&nbspIFK&nbspGöteborg,W 0–6 (0–2),Kvarnbyvallen400,400
19390305,Vänskapsmatch,N/A,Göteborgs&nbspFF –&nbspIFK&nbspGöteborg,L 3–0,Karl&nbspJohans&nbspTorg5 000,5000
19381120,Vänskapsmatch,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,W 2–1 (1–0),Gamla&nbspUllevi (1916)5 201,5201
19381113,Vänskapsmatch,N/A,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (0–2),Stockholms&nbspStadion3 851,3851
19381030,Division 2 Västra,12,Arvika&nbspBK –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Viksvallen2 894,2894
19381023,Division 2 Västra,11,IFK&nbspGöteborg – Fässbergs&nbspIF,W 7–0 (5–0),Gamla&nbspUllevi (1916)10 063,10063
19381016,Division 2 Västra,10,IFK&nbspGöteborg – Tidaholms&nbspGoIF,W 3–1 (1–1),Gamla&nbspUllevi (1916)12 865,12865
19381009,Division 2 Västra,9,Deje&nbspIK –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Deje&nbspIdrottsplats2 536,2536
19380925,Division 2 Västra,8,IFK&nbspGöteborg – Billingsfors&nbspIK,W 1–0 (1–0),Gamla&nbspUllevi (1916)7 723,7723
19380918,Division 2 Västra,7,Fässbergs&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Kvarnbyvallen976,976
19380911,Vänskapsmatch,N/A,Falkenbergs&nbspFF –&nbspIFK&nbspGöteborg,W 1–7,Falkenbergs&nbspIdrottsplats,
19380904,Division 2 Västra,6,IFK&nbspGöteborg – Deje&nbspIK,W 2–1 (2–0),Gamla&nbspUllevi (1916)5 217,5217
19380828,Division 2 Västra,5,Karlskoga&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Bofors&nbspIdrottsplats2 948,2948
19380822,Vänskapsmatch,N/A,IFK&nbspGöteborg – Majornas&nbspIK,W 1–0 (0–0),Slottsskogsvallen969,969
19380817,Division 2 Västra,4,IFK&nbspGöteborg – Jonsereds&nbspIF,W 1–0 (0–0),Gamla&nbspUllevi (1916)2 686,2686
19380812,Division 2 Västra,3,GAIS –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Gamla&nbspUllevi (1916)6 245,6245
19380807,Division 2 Västra,2,IFK&nbspGöteborg – Varbergs&nbspBoIS,L 2–3 (0–3),Gamla&nbspUllevi (1916)2 326,2326
19380731,Division 2 Västra,1,Jonsereds&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Jonsereds&nbspIdrottsplats1 600,1600
19380727,Vänskapsmatch,N/A,Herrljunga&nbspSK –&nbspIFK&nbspGöteborg,W 0–9,Skoghälla&nbspidrottsplats,
19380720,Vänskapsmatch,N/A,Alingsås&nbspIF –&nbspIFK&nbspGöteborg,W 3–10 (1–3),Mjörnvallen550,550
19380715,Distriktsmästerskapet,1,Lundby&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Rambergsvallen1 648,1648
19380708,Vänskapsmatch,N/A,Surte&nbspIS –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Surte&nbspIdrotsplatts,
19380629,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kjøbenhavns&nbspBK,W 3–2 (0–0),Gamla&nbspUllevi (1916)2 800,2800
19380606,Vänskapsmatch,N/A,Lisleby&nbspSK-komb. –&nbspIFK&nbspGöteborg,W 2–3,Lisleby&nbspIdrottsplass,
19380605,Vänskapsmatch,N/A,Moss&nbspFK –&nbspIFK&nbspGöteborg,W 1–4,Moss&nbspStadion1 200,1200
19380529,Allsvenskan,22,IFK&nbspGöteborg – IF&nbspElfsborg,L 0–2 (0–0),Gamla&nbspUllevi (1916)9 409,9409
19380526,Allsvenskan,21,IK&nbspBrage –&nbspIFK&nbspGöteborg,L 4–1 (3–1),Domnarsvallen3 573,3573
19380520,Allsvenskan,20,IFK&nbspGöteborg – Gårda&nbspBK,W 3–2 (1–1),Gamla&nbspUllevi (1916)7 929,7929
19380513,Allsvenskan,19,IFK&nbspGöteborg – GAIS,D 0–0 (0–0),Gamla&nbspUllevi (1916)9 657,9657
19380508,Allsvenskan,18,IFK&nbspGöteborg – Helsingborgs&nbspIF,L 0–1 (0–0),Gamla&nbspUllevi (1916)10 462,10462
19380504,Allsvenskan,17,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 1–3 (0–2),Gamla&nbspUllevi (1916)9 961,9961
19380429,Allsvenskan,16,IFK&nbspGöteborg – Örgryte&nbspIS,D 0–0 (0–0),Gamla&nbspUllevi (1916)11 628,11628
19380418,Allsvenskan,15,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,2007
19380410,Allsvenskan,14,IFK&nbspGöteborg – Landskrona&nbspBoIS,L 1–4 (0–3),Gamla&nbspUllevi (1916)13 098,13098
19380403,Vänskapsmatch,N/A,Falkenbergs&nbspFF –&nbspIFK&nbspGöteborg,W 2–7 (1–4),Falkenbergs&nbspIdrottsplats,
19380325,Alliansens kvadratturnering,Final,IFK&nbspGöteborg – Örgryte&nbspIS,D 1–1 (1–0),,3423
19380320,Vänskapsmatch,N/A,Surte&nbspIS –&nbspIFK&nbspGöteborg,W 2–5 (2–1),Surte&nbspIdrotsplatts300,300
19380313,Alliansens kvadratturnering,N/A,IFK&nbspGöteborg – Gårda&nbspBK,W 3–1 (1–1),Gamla&nbspUllevis&nbsplilla&nbspplan2 952,2952
19380306,Vänskapsmatch,N/A,IFK&nbspMölndal –&nbspIFK&nbspGöteborg,W 0–8 (0–7),Kvarnbyvallen,
19380227,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 1–3 (0–2),Karl&nbspJohans&nbspTorg,
19371107,Allsvenskan,13,IFK&nbspGöteborg – Sandvikens&nbspIF,L 0–1 (0–0),Gamla&nbspUllevi (1916)7 308,7308
19371031,Vänskapsmatch,N/A,Marieholms&nbspBoIK –&nbspIFK&nbspGöteborg,W 1–5 (0–2),Gibraltarvallen,
19371024,Allsvenskan,12,IFK&nbspGöteborg – Malmö&nbspFF,L 1–2 (1–1),Gamla&nbspUllevi (1916)5 507,5507
19371017,Allsvenskan,11,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 3–0 (3–0),Ramnavallen6 118,6118
19371010,Allsvenskan,10,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Malmö&nbspIdrottsplats7 917,7917
19370926,Allsvenskan,9,IFK&nbspGöteborg – IK&nbspSleipner,W 5–1 (2–1),Gamla&nbspUllevi (1916)7 980,7980
19370912,Allsvenskan,8,IK&nbspSleipner –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Norrköpings&nbspIdrottspark7 526,7526
19370905,Allsvenskan,7,IFK&nbspGöteborg – AIK,L 1–2 (0–1),Gamla&nbspUllevi (1916)13 541,13541
19370827,Allsvenskan,6,Gårda&nbspBK –&nbspIFK&nbspGöteborg,L 3–2 (2–0),Gamla&nbspUllevi (1916)6 409,6409
19370822,Allsvenskan,5,AIK –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Råsunda&nbspFotbollsstadion18 320,18320
19370815,Allsvenskan,4,IFK&nbspGöteborg – IK&nbspBrage,L 1–3 (0–0),Gamla&nbspUllevi (1916)13 912,13912
19370812,Allsvenskan,3,GAIS –&nbspIFK&nbspGöteborg,W 1–4 (1–1),Gamla&nbspUllevi (1916)5 080,5080
19370808,Allsvenskan,2,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–0),Olympia7 741,7741
19370801,Allsvenskan,1,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–3 (1–1),Landskrona&nbspIdrottsplats6 488,6488
19370727,Vänskapsmatch,N/A,Alingsås&nbspIF –&nbspIFK&nbspGöteborg,W 1–6 (1–2),Mjörnvallen510,510
19370709,Vänskapsmatch,N/A,Finländsk&nbspligakomb. –&nbspIFK&nbspGöteborg,W 3–4 (2–2),Tölö&nbspbollplan1 992,1992
19370707,Vänskapsmatch,N/A,IFK&nbspHelsingfors –&nbspIFK&nbspGöteborg,D 3–3 (1–2),Tölö&nbspbollplan1 647,1647
19370705,Vänskapsmatch,N/A,HPS –&nbspIFK&nbspGöteborg,W 2–6 (1–3),Tölö&nbspbollplan1 000,1000
19370613,Allsvenskan,22,IK&nbspSleipner –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Norrköpings&nbspIdrottspark2 649,2649
19370604,Allsvenskan,21,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 4–1 (2–0),Gamla&nbspUllevi (1916)7 393,7393
19370530,Allsvenskan,20,Sandvikens&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Norra&nbspIdrottsplatsenNorra Idrottsplatsen (Norra IP) var tidigare Sandvikens IF och Sandviken AIK:s hemmaarena.,3300
19370521,Allsvenskan,19,GAIS –&nbspIFK&nbspGöteborg,L 2–1 (0–1),Gamla&nbspUllevi (1916)7 211,7211
19370512,Vänskapsmatch,N/A,IFK&nbspGöteborg – Marieholms&nbspBoIK,W 4–2 (1–2),Gamla&nbspUllevis&nbsplilla&nbspplan381,381
19370506,Allsvenskan,18,IFK&nbspGöteborg – Landskrona&nbspBoIS,L 2–3 (0–2),Gamla&nbspUllevi (1916)5 579,5579
19370425,Allsvenskan,17,IFK&nbspGöteborg – AIK,L 0–1 (0–0),Gamla&nbspUllevi (1916)17 351,17351
19370418,Allsvenskan,16,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Gamla&nbspUllevi (1916)8 771,8771
19370411,Allsvenskan,15,IFK&nbspGöteborg – IK&nbspSleipner,D 1–1 (0–1),Gamla&nbspUllevi (1916)7 226,7226
19370404,Allsvenskan,14,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 5–4 (1–3),Malmö&nbspIdrottsplats6 790,6790
19370329,Vänskapsmatch,N/A,Jonsereds&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (0–1),Jonsereds&nbspIdrottsplats,
19370321,"Gbgalliansens ""träningsparad""",Bronsmatch,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Gamla&nbspUllevis&nbsplilla&nbspplan2 000,2000
19370320,"Gbgalliansens ""träningsparad""",N/A,IFK&nbspGöteborg – GAIS,D 2–2 (2–1),Gamla&nbspUllevis&nbsplilla&nbspplan3 000,3000
19361115,Allsvenskan,13,IFK&nbspGöteborg – Malmö&nbspFF,W 2–1 (1–1),Gamla&nbspUllevi (1916)9 540,9540
19361108,Allsvenskan,12,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Ramnavallen5 086,5086
19361101,Allsvenskan,11,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 3–2 (1–2),Norrköpings&nbspIdrottspark2 790,2790
19361018,Allsvenskan,10,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 2–1 (2–0),Gamla&nbspUllevi (1916)6 603,6603
19361011,Allsvenskan,9,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,D 3–3 (2–1),Stockholms&nbspStadion6 565,6565
19361004,Allsvenskan,8,AIK –&nbspIFK&nbspGöteborg,W 3–4 (1–2),Stockholms&nbspStadion6 419,6419
19360920,Allsvenskan,7,IFK&nbspGöteborg – IFK&nbspNorrköping,D 1–1 (1–1),Gamla&nbspUllevi (1916)7 677,7677
19360906,Allsvenskan,6,GAIS –&nbspIFK&nbspGöteborg,L 3–0 (1–0),Gamla&nbspUllevi (1916)8 750,8750
19360828,Allsvenskan,5,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–1 (0–0),Gamla&nbspUllevi (1916)9 832,9832
19360823,Vänskapsmatch,N/A,BK&nbspFrem –&nbspIFK&nbspGöteborg,L 8–2 (3–0),Idrætsparken,
19360821,Allsvenskan,4,IFK&nbspGöteborg – Gårda&nbspBK,D 0–0 (0–0),Gamla&nbspUllevi (1916)4 892,4892
19360816,Allsvenskan,3,Landskrona&nbspBoIS –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Landskrona&nbspIdrottsplats3 021,3021
19360809,Allsvenskan,2,IFK&nbspGöteborg – Sandvikens&nbspIF,L 1–3 (1–2),Gamla&nbspUllevi (1916)4 853,4853
19360730,Allsvenskan,1,Gårda&nbspBK –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Gamla&nbspUllevi (1916)3 821,3821
19360724,Vänskapsmatch,N/A,IFK&nbspGöteborg – Marieholms&nbspBoIK,W 3–0 (2–0),Gamla&nbspUllevis&nbsplilla&nbspplan903,903
19360720,Distriktsmästerskapet,2,IFK&nbspGöteborg – GAIS,L 1–2 (0–0),Gamla&nbspUllevis&nbsplilla&nbspplan1 366,1366
19360717,Vänskapsmatch,N/A,Trollhättans&nbspstadslag –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Trollhättans&nbspIdrottsplats,
19360714,Distriktsmästerskapet,1,IFK&nbspGöteborg – Skogens&nbspIF,W 5–1 (3–0),Gamla&nbspUllevis&nbsplilla&nbspplan713,713
19360607,Allsvenskan,22,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,L 5–1 (1–0),Norrköpings&nbspIdrottspark3 885,3885
19360531,Vänskapsmatch,N/A,Fredrikstad&nbspFK –&nbspIFK&nbspGöteborg,L 5–3 (1–2),"Stadion,&nbspFredrikstad3 000",3000
19360529,Allsvenskan,21,IFK&nbspGöteborg – GAIS,W 3–0 (1–0),Gamla&nbspUllevi (1916)2 943,2943
19360524,Allsvenskan,20,AIK –&nbspIFK&nbspGöteborg,L 4–0 (4–0),Stockholms&nbspStadion16 670,16670
19360517,Allsvenskan,19,IFK&nbspGöteborg – Halmstads&nbspBK,W 3–0 (1–0),Gamla&nbspUllevi (1916)5 049,5049
